date,home_team,home_score,away_team,away_score,attendance,game_id_url,game_id,playoff_game,home_team_rank,away_team_rank
11/02/2024,Angelo St. Rams,17,Central Wash.,16,"3,389",/contests/5367363/box_score,5367363,0,NA,NA
11/02/2024,UIndy,58,Southwest Baptist Bearcats,3,"1,929",/contests/5367364/box_score,5367364,0,NA,NA
11/02/2024,Midwestern St. Mustangs,16,Western Ore.,21,"1,287",/contests/5367367/box_score,5367367,0,NA,NA
11/02/2024,Tex. A&M-Kingsville Javelinas,14,West Tex. A&M,21,"3,600",/contests/5367368/box_score,5367368,0,NA,NA
11/09/2024,Franklin Pierce,26,Bentley Falcons,34,346,/contests/5367374/box_score,5367374,0,NA,NA
11/09/2024,Findlay Oilers,27,Northwood,17,685,/contests/5367375/box_score,5367375,0,NA,NA
11/09/2024,Anderson  Trojans,16,Mars Hill,31,"4,651",/contests/5367376/box_score,5367376,0,NA,NA
11/09/2024,Glenville St. Pioneers,40,West Virginia St.,14,"1,250",/contests/5367382/box_score,5367382,0,NA,NA
11/09/2024,Southwest Minn. St. Mustangs,15,Winona St.,37,550,/contests/5367383/box_score,5367383,0,NA,NA
11/09/2024,Eastern N.M. Greyhounds,14,Tex. Permian Basin,64,"2,208",/contests/5367386/box_score,5367386,0,NA,NA
11/09/2024,MSU Moorhead,14,Bemidji St. Beavers,25,895,/contests/5367398/box_score,5367398,0,NA,NA
11/02/2024,Shorter Hawks,55,Virginia-Lynchburg,0,"1,102",/contests/5367399/box_score,5367399,0,NA,NA
11/09/2024,Kutztown Golden Bears,31,West Chester,13,"3,841",/contests/5367402/box_score,5367402,0,NA,NA
11/09/2024,Wayne St. (NE),21,Northern St. Wolves,28,"1,183",/contests/5367411/box_score,5367411,0,NA,NA
11/09/2024,Walsh,24,Ashland Eagles,10,"3,524",/contests/5367412/box_score,5367412,0,NA,NA
11/09/2024,Davenport Panthers,52,Northern Mich.,31,"1,203",/contests/5367413/box_score,5367413,0,NA,NA
11/09/2024,Limestone,40,Barton Bulldogs,26,997,/contests/5367414/box_score,5367414,0,NA,NA
11/09/2024,Minnesota St.,49,Mary Marauders,21,"1,921",/contests/5367417/box_score,5367417,0,NA,NA
11/09/2024,Fort Lewis Skyhawks,44,N.M. Highlands,22,"1,525",/contests/5367419/box_score,5367419,0,NA,NA
11/09/2024,Clarion Golden Eagles,28,Gannon,34,"1,044",/contests/5367423/box_score,5367423,0,NA,NA
11/09/2024,Michigan Tech,0,Grand Valley St. Lakers,20,"1,294",/contests/5367428/box_score,5367428,0,NA,NA
11/09/2024,California  Vulcans,28,Edinboro,14,"2,312",/contests/5367429/box_score,5367429,0,NA,NA
11/09/2024,Concordia-St. Paul Golden Bears,7,Minn. Duluth,35,"2,158",/contests/5367432/box_score,5367432,0,NA,NA
11/09/2024,Lincoln (MO),28,Lane Dragons,41,575,/contests/5367433/box_score,5367433,0,NA,NA
11/09/2024,Mississippi Col. Choctaws,35,Northeastern St.,7,"2,189",/contests/5367443/box_score,5367443,0,NA,NA
11/09/2024,Fairmont St. Falcons,36,West Liberty,35,874,/contests/5367445/box_score,5367445,0,NA,NA
11/09/2024,South Dakota Mines,17,Colorado Mesa Mavericks,14,"1,816",/contests/5367446/box_score,5367446,0,NA,NA
11/09/2024,Virginia St. Trojans,35,Virginia Union,28,"2,907",/contests/5367448/box_score,5367448,0,NA,NA
11/09/2024,Henderson St. Reddies,35,Southwestern Okla.,17,"1,109",/contests/5367449/box_score,5367449,0,NA,NA
11/09/2024,Wayne St. (MI),38,Roosevelt  Lakers,14,"1,323",/contests/5367452/box_score,5367452,0,NA,NA
11/09/2024,Hillsdale Chargers,20,Tiffin,17,"1,456",/contests/5367467/box_score,5367467,0,NA,NA
11/09/2024,Central St.  Marauders,14,Kentucky St.,24,488,/contests/5367470/box_score,5367470,0,NA,NA
10/26/2024,North Greenville,47,Delta St. Statesmen,45,"3,247",/contests/5367475/box_score,5367475,0,NA,NA
11/09/2024,Bluefield St. Big Blue,21,Elizabeth City St.,27,1,/contests/5367476/box_score,5367476,0,NA,NA
11/02/2024,Quincy Hawks,24,William Jewell,20,"2,436",/contests/5367478/box_score,5367478,0,NA,NA
11/09/2024,McKendree Bearcats,24,Upper Iowa,28,"3,005",/contests/5367483/box_score,5367483,0,NA,NA
11/09/2024,Lock Haven Bald Eagles,42,Shippensburg,21,"2,397",/contests/5367489/box_score,5367489,0,NA,NA
11/09/2024,Tusculum,14,Carson-Newman Eagles,56,"2,890",/contests/5367499/box_score,5367499,0,NA,NA
11/09/2024,Emory & Henry Wasps,62,UVA Wise,14,"5,986",/contests/5367500/box_score,5367500,0,NA,NA
11/09/2024,Pace,7,Assumption Greyhounds,14,0,/contests/5367501/box_score,5367501,0,NA,NA
11/09/2024,West Va. Wesleyan,21,Charleston  Golden Eagles,69,400,/contests/5367505/box_score,5367505,0,NA,NA
11/09/2024,Concord Mountain Lions,30,Wheeling,50,"1,590",/contests/5367510/box_score,5367510,0,NA,NA
11/09/2024,Ferris St. Bulldogs,27,Saginaw Valley,24,"2,856",/contests/5367515/box_score,5367515,0,NA,NA
11/09/2024,East Stroudsburg Warriors,28,Shepherd,7,"2,459",/contests/5367516/box_score,5367516,0,NA,NA
11/09/2024,Slippery Rock,38,Seton Hill Griffins,20,"6,104",/contests/5367517/box_score,5367517,0,NA,NA
11/09/2024,Augustana  Vikings,27,Sioux Falls,21,"4,220",/contests/5367518/box_score,5367518,0,NA,NA
11/09/2024,CSU Pueblo ThunderWolves,28,Colo. Sch. of Mines,13,"6,091",/contests/5367519/box_score,5367519,0,NA,NA
11/09/2024,Black Hills St.,45,Adams St. Grizzlies,3,531,/contests/5367520/box_score,5367520,0,NA,NA
11/09/2024,Western Colo.,21,Chadron St. Eagles,17,962,/contests/5367521/box_score,5367521,0,NA,NA
11/09/2024,Winston-Salem,37,Fayetteville St. Broncos,31,"12,000",/contests/5367523/box_score,5367523,0,NA,NA
11/09/2024,Post,27,American Int'l Yellow Jackets,28,300,/contests/5367524/box_score,5367524,0,NA,NA
11/09/2024,Bowie St. Bulldogs,45,Lincoln (PA),7,615,/contests/5367525/box_score,5367525,0,NA,NA
11/09/2024,Western N.M.,20,Tex. A&M-Kingsville Javelinas,28,402,/contests/5367526/box_score,5367526,0,NA,NA
11/09/2024,Emporia St.,36,Central Mo. Mules,45,"4,072",/contests/5367532/box_score,5367532,0,NA,NA
11/09/2024,Washburn,27,Central Okla. Bronchos,28,"3,975",/contests/5367533/box_score,5367533,0,NA,NA
11/09/2024,UNC Pembroke,58,Frostburg St. Bobcats,17,"3,780",/contests/5367543/box_score,5367543,0,NA,NA
11/09/2024,Tuskegee,7,Miles Golden Bears,37,"47,311",/contests/5367546/box_score,5367546,0,NA,NA
11/09/2024,Morehouse,17,Clark Atlanta Panthers,21,"8,968",/contests/5367548/box_score,5367548,0,NA,NA
11/09/2024,Chowan Hawks,21,Erskine,3,400,/contests/5367560/box_score,5367560,0,NA,NA
11/09/2024,West Florida,35,North Greenville Crusaders,14,"4,743",/contests/5367561/box_score,5367561,0,NA,NA
11/09/2024,Lake Erie Storm,21,Ohio Dominican,38,208,/contests/5367564/box_score,5367564,0,NA,NA
11/09/2024,St. Anselm,11,New Haven Chargers,14,"1,071",/contests/5367565/box_score,5367565,0,NA,NA
11/09/2024,Western Ore.,16,Angelo St. Rams,38,"2,149",/contests/5367566/box_score,5367566,0,NA,NA
11/02/2024,Newberry Wolves,14,Limestone,35,"4,000",/contests/5367573/box_score,5367573,0,NA,NA
11/09/2024,Edward Waters,33,Allen,28,0,/contests/5367578/box_score,5367578,0,NA,NA
11/09/2024,Okla. Baptist Bison,0,Ouachita Baptist,55,"2,226",/contests/5367579/box_score,5367579,0,NA,NA
11/09/2024,Southern Nazarene,24,Ark.-Monticello Boll Weevils,21,"2,561",/contests/5367583/box_score,5367583,0,NA,NA
11/09/2024,Bloomsburg Huskies,35,Millersville,27,"1,842",/contests/5367588/box_score,5367588,0,NA,NA
11/09/2024,Thomas More,47,Ky. Wesleyan Panthers,12,"1,932",/contests/5367590/box_score,5367590,0,NA,NA
11/09/2024,Livingstone,15,Johnson C. Smith Golden Bulls,10,"4,510",/contests/5367592/box_score,5367592,0,NA,NA
11/09/2024,UIndy,55,Missouri S&T Miners,10,"2,512",/contests/5367594/box_score,5367594,0,NA,NA
11/09/2024,Mo. Southern St. Lions,24,Neb.-Kearney,13,"1,578",/contests/5367595/box_score,5367595,0,NA,NA
11/09/2024,Missouri Western Griffons,23,Northwest Mo. St.,33,"3,119",/contests/5367596/box_score,5367596,0,NA,NA
11/09/2024,Southeastern Okla.,0,Arkansas Tech Wonder Boys,6,"2,144",/contests/5367597/box_score,5367597,0,NA,NA
11/09/2024,Southern Ark.,78,Northwestern Okla. Rangers,0,"3,343",/contests/5367598/box_score,5367598,0,NA,NA
11/09/2024,East Central Tigers,7,Harding,34,"1,907",/contests/5367599/box_score,5367599,0,NA,NA
11/09/2024,Benedict Tigers,35,Savannah St.,27,"1,274",/contests/5367605/box_score,5367605,0,NA,NA
11/09/2024,Albany St.  Golden Rams,20,Fort Valley St.,15,"28,675",/contests/5367606/box_score,5367606,0,NA,NA
11/09/2024,William Jewell,0,Truman St. Bulldogs,34,0,/contests/5367609/box_score,5367609,0,NA,NA
11/09/2024,Central Wash. Wildcats,66,Sul Ross St.,0,"4,457",/contests/5367616/box_score,5367616,0,NA,NA
11/09/2024,Catawba Catawba Indians,14,Lenoir-Rhyne,33,"2,300",/contests/5367617/box_score,5367617,0,NA,NA
11/09/2024,West Tex. A&M,17,Midwestern St. Mustangs,12,"3,801",/contests/5367620/box_score,5367620,0,NA,NA
11/16/2024,Indiana  Crimson Hawks,38,Shippensburg,7,"1,572",/contests/5367625/box_score,5367625,0,NA,NA
11/16/2024,Ohio Dominican,6,Hillsdale Chargers,28,"1,132",/contests/5367626/box_score,5367626,0,NA,NA
11/16/2024,Lenoir-Rhyne,27,Anderson  Trojans,24,"4,184",/contests/5367627/box_score,5367627,0,NA,NA
11/16/2024,Missouri Western Griffons,31,Quincy,16,"2,389",/contests/5367633/box_score,5367633,0,NA,NA
11/16/2024,Southwestern Okla.,50,Northwestern Okla. Rangers,0,"2,907",/contests/5367634/box_score,5367634,0,NA,NA
11/16/2024,Wheeling,40,West Liberty Hilltoppers,16,500,/contests/5367637/box_score,5367637,0,NA,NA
11/16/2024,Charleston  Golden Eagles,52,West Virginia St.,17,"1,375",/contests/5367638/box_score,5367638,0,NA,NA
11/16/2024,Assumption Greyhounds,19,Franklin Pierce,21,702,/contests/5367644/box_score,5367644,0,NA,NA
11/16/2024,Bentley Falcons,41,St. Anselm,14,"1,200",/contests/5367647/box_score,5367647,0,NA,NA
11/16/2024,N.M. Highlands,31,Black Hills St. Yellow Jackets,48,"1,031",/contests/5367657/box_score,5367657,0,NA,NA
11/16/2024,Wayne St. (NE),21,Concordia-St. Paul Golden Bears,0,"1,189",/contests/5367660/box_score,5367660,0,NA,NA
11/16/2024,Colo. Sch. of Mines Orediggers,67,Fort Lewis,9,"3,453",/contests/5367661/box_score,5367661,0,NA,NA
11/16/2024,Limestone Saints,31,Mars Hill,26,"3,600",/contests/5367662/box_score,5367662,0,NA,NA
11/16/2024,Gannon Golden Knights,13,Lock Haven,21,571,/contests/5367670/box_score,5367670,0,NA,NA
11/16/2024,Clarion Golden Eagles,19,East Stroudsburg,22,"1,042",/contests/5367675/box_score,5367675,0,NA,NA
11/16/2024,Tiffin,37,Findlay Oilers,14,"3,961",/contests/5367679/box_score,5367679,0,NA,NA
11/16/2024,Edinboro Fighting Scots,21,Millersville,23,"2,168",/contests/5367681/box_score,5367681,0,NA,NA
11/16/2024,Seton Hill Griffins,10,Shepherd,13,550,/contests/5367682/box_score,5367682,0,NA,NA
11/16/2024,California  Vulcans,14,Kutztown,21,"3,411",/contests/5367683/box_score,5367683,0,NA,NA
11/16/2024,Chadron St.,21,CSU Pueblo ThunderWolves,38,"2,000",/contests/5367685/box_score,5367685,0,NA,NA
11/16/2024,Sul Ross St. Lobos  *NCAA Division II Reclassifying Member,7,Tex. Permian Basin,75,200,/contests/5367689/box_score,5367689,0,NA,NA
11/16/2024,Minn. Duluth Bulldogs,30,Minnesota St.,16,"1,643",/contests/5367690/box_score,5367690,0,NA,NA
11/16/2024,Upper Iowa,51,Missouri S&T Miners,7,"1,065",/contests/5367692/box_score,5367692,0,NA,NA
11/16/2024,Mary,3,MSU Moorhead Dragons,52,"1,103",/contests/5367693/box_score,5367693,0,NA,NA
11/16/2024,Truman St.,55,Southwest Baptist Bearcats,3,"1,200",/contests/5367694/box_score,5367694,0,NA,NA
11/16/2024,Lincoln  Blue Tigers,0,UIndy,52,575,/contests/5367695/box_score,5367695,0,NA,NA
11/16/2024,Neb.-Kearney,20,Fort Hays St. Tigers,27,"3,042",/contests/5367711/box_score,5367711,0,NA,NA
11/09/2024,Delta St. Statesmen,20,Valdosta St.,49,"2,517",/contests/5367712/box_score,5367712,0,NA,NA
11/16/2024,Henderson St. Reddies,20,Ouachita Baptist,27,"9,736",/contests/5367714/box_score,5367714,0,NA,NA
11/16/2024,Central Wash. Wildcats,13,Western Ore.,3,"4,997",/contests/5367716/box_score,5367716,0,NA,NA
11/16/2024,Wayne St. (MI),30,Northern Mich. Wildcats,14,"1,115",/contests/5367718/box_score,5367718,0,NA,NA
11/16/2024,Northwood Timberwolves,49,Walsh,42,"1,165",/contests/5367730/box_score,5367730,0,NA,NA
11/16/2024,Colorado Mesa Mavericks,7,Western Colo.,37,"4,878",/contests/5367747/box_score,5367747,0,NA,NA
11/16/2024,Newberry,7,Emory & Henry Wasps,27,"1,948",/contests/5367749/box_score,5367749,0,NA,NA
11/16/2024,Central Mo. Mules,62,Mo. Southern St.,47,"6,332",/contests/5367752/box_score,5367752,0,NA,NA
11/16/2024,Northeastern St. RiverHawks,28,Washburn,35,"2,285",/contests/5367754/box_score,5367754,0,NA,NA
11/16/2024,Saginaw Valley,28,Michigan Tech Huskies,32,"2,968",/contests/5367756/box_score,5367756,0,NA,NA
11/16/2024,Bemidji St.,17,Augustana  Vikings,10,"1,103",/contests/5367757/box_score,5367757,0,NA,NA
11/16/2024,North Greenville,31,Chowan Hawks,27,"1,625",/contests/5367758/box_score,5367758,0,NA,NA
11/16/2024,Adams St. Grizzlies,6,South Dakota Mines,44,300,/contests/5367759/box_score,5367759,0,NA,NA
11/16/2024,Ashland Eagles,44,Ky. Wesleyan,30,"1,973",/contests/5367761/box_score,5367761,0,NA,NA
11/16/2024,American Int'l Yellow Jackets,21,Southern Conn. St.,50,"1,263",/contests/5367762/box_score,5367762,0,NA,NA
11/16/2024,West Va. Wesleyan,23,Glenville St. Pioneers,42,400,/contests/5367765/box_score,5367765,0,NA,NA
11/16/2024,Concord Mountain Lions,7,UNC Pembroke,63,931,/contests/5367767/box_score,5367767,0,NA,NA
11/16/2024,Ferris St.,24,Davenport Panthers,9,"2,149",/contests/5367770/box_score,5367770,0,NA,NA
11/16/2024,Slippery Rock,27,Bloomsburg Huskies,7,"4,101",/contests/5367771/box_score,5367771,0,NA,NA
11/16/2024,New Haven Chargers,41,Pace,14,"2,111",/contests/5367772/box_score,5367772,0,NA,NA
11/16/2024,Midwestern St. Mustangs,52,Western N.M.,24,"3,188",/contests/5367774/box_score,5367774,0,NA,NA
11/16/2024,Roosevelt,21,Grand Valley St. Lakers,34,986,/contests/5367775/box_score,5367775,0,NA,NA
11/16/2024,Sioux Falls Cougars,41,Southwest Minn. St.,14,"1,056",/contests/5367779/box_score,5367779,0,NA,NA
11/16/2024,Minot St. Beavers,56,Winona St.,23,"1,007",/contests/5367780/box_score,5367780,0,NA,NA
11/16/2024,Central Okla. Bronchos,55,Emporia St.,38,"8,295",/contests/5367782/box_score,5367782,0,NA,NA
11/16/2024,Frostburg St.,28,Fairmont St. Falcons,31,"1,650",/contests/5367785/box_score,5367785,0,NA,NA
11/09/2024,Chowan,21,Erskine The Flying Fleet,3,400,/contests/5367805/box_score,5367805,0,NA,NA
11/16/2024,Lake Erie Storm,25,Thomas More,28,250,/contests/5367806/box_score,5367806,0,NA,NA
11/16/2024,William Jewell,45,McKendree Bearcats,14,400,/contests/5367809/box_score,5367809,0,NA,NA
11/16/2024,Northwest Mo. St. Bearcats,7,Pittsburg St.,23,"3,215",/contests/5367817/box_score,5367817,0,NA,NA
11/16/2024,Wingate,28,Carson-Newman Eagles,13,"3,433",/contests/5367818/box_score,5367818,0,NA,NA
11/16/2024,Okla. Baptist Bison,21,Southern Nazarene,49,"2,215",/contests/5367824/box_score,5367824,0,NA,NA
11/16/2024,Barton Bulldogs,21,UVA Wise,24,"2,725",/contests/5367827/box_score,5367827,0,NA,NA
11/16/2024,Harding,57,Arkansas Tech Wonder Boys,27,"2,100",/contests/5367832/box_score,5367832,0,NA,NA
11/16/2024,Ark.-Monticello Boll Weevils,22,Southern Ark.,54,"1,792",/contests/5367833/box_score,5367833,0,NA,NA
11/16/2024,East Central Tigers,20,Southeastern Okla.,13,"3,848",/contests/5367836/box_score,5367836,0,NA,NA
11/16/2024,Catawba Catawba Indians,47,Tusculum,15,"1,607",/contests/5367848/box_score,5367848,0,NA,NA
11/16/2024,Angelo St. Rams,56,West Tex. A&M,19,"5,445",/contests/5367849/box_score,5367849,0,NA,NA
11/09/2024,Delta St.,20,Valdosta St. Blazers,49,"2,517",/contests/5367851/box_score,5367851,0,NA,NA
11/16/2024,Tex. A&M-Kingsville,28,Eastern N.M. Greyhounds,13,"4,300",/contests/5367852/box_score,5367852,0,NA,NA
11/28/2024,Alabama St.,34,Tuskegee Golden Tigers,6,"21,567",/contests/5367913/box_score,5367913,0,NA,NA
09/28/2024,Lane,28,Clark Atlanta Panthers,38,923,/contests/5736131/box_score,5736131,0,NA,NA
10/05/2024,Tuskegee,42,Morehouse Maroon Tigers,0,"6,235",/contests/5763070/box_score,5763070,0,NA,NA
10/25/2024,Neb.-Kearney,35,Emporia St. Hornets,42,"3,064",/contests/5810459/box_score,5810459,0,NA,NA
11/16/2024,Virginia Union,17,Virginia St. Trojans,13,"5,111",/contests/5834523/box_score,5834523,0,NA,NA
11/14/2024,Kentucky St. Thorobreds,44,Shorter,28,0,/contests/5835126/box_score,5835126,0,NA,NA
11/16/2024,Miles,53,Clark Atlanta Panthers,25,"6,127",/contests/5835209/box_score,5835209,0,NA,NA
12/21/2024, Valdosta St.,14,Ferris St. Bulldogs,49,"3,228",/contests/5835303/box_score,5835303,0,NA,NA
12/14/2024, Valdosta St. ,35,Minnesota St. Mavericks,21,"3,104",/contests/5835304/box_score,5835304,1,1,NA
12/14/2024,Ferris St. Bulldogs,48, Slippery Rock ,38,"2,521",/contests/5835305/box_score,5835305,1,NA,4
12/07/2024,California  Vulcans,13, Slippery Rock ,31,"3,321",/contests/5835306/box_score,5835306,1,NA,4
11/30/2024,Valdosta St. Blazers,33, Miles ,17,"1,871",/contests/5835307/box_score,5835307,1,NA,4
12/07/2024,Ferris St. Bulldogs,41,Harding ,7,"4,120",/contests/5835308/box_score,5835308,1,NA,NA
12/07/2024,Minnesota St. ,27,Bemidji St. Beavers,23,"2,591",/contests/5835309/box_score,5835309,1,NA,NA
11/30/2024,Kutztown Golden Bears,24, Slippery Rock ,25,"2,379",/contests/5835310/box_score,5835310,1,NA,4
11/30/2024, California (PA) ,34,Ashland Eagles,33,814,/contests/5835311/box_score,5835311,1,3,NA
11/30/2024, Valdosta St. ,33,Miles Golden Bears,17,"1,871",/contests/5835312/box_score,5835312,1,1,NA
11/30/2024,Lenoir-Rhyne Bears,12,Virginia Union ,44,"2,446",/contests/5835316/box_score,5835316,1,NA,NA
11/30/2024, Ferris St. ,78,Central Okla. Bronchos,17,"1,245",/contests/5835317/box_score,5835317,1,1,NA
11/30/2024,Grand Valley St. Lakers,26,Harding ,44,"2,844",/contests/5835318/box_score,5835318,1,NA,NA
11/30/2024,CSU Pueblo ThunderWolves,23,Minnesota St. ,26,"2,289",/contests/5835319/box_score,5835319,1,NA,NA
11/30/2024, Western Colo. ,19,Bemidji St. Beavers,20,"1,150",/contests/5835323/box_score,5835323,1,2,NA
11/23/2024, Slippery Rock ,14,New Haven Chargers,7,892,/contests/5835324/box_score,5835324,1,4,NA
11/23/2024, Charleston (WV) ,38,Ashland Eagles,40,"1,028",/contests/5835325/box_score,5835325,1,2,NA
11/23/2024,California  Vulcans,30,East Stroudsburg ,27,"2,112",/contests/5835327/box_score,5835327,1,NA,NA
11/23/2024, Miles ,14,Carson-Newman Eagles,13,"1,726",/contests/5835328/box_score,5835328,1,4,NA
11/23/2024, Wingate ,31,Virginia Union Panthers,34,"2,167",/contests/5835329/box_score,5835329,1,2,NA
11/23/2024, West Ala. ,34,Lenoir-Rhyne Bears,37,"1,116",/contests/5835331/box_score,5835331,1,3,NA
11/23/2024,Central Okla. Bronchos,38,Ouachita Baptist ,31,"3,995",/contests/5835332/box_score,5835332,1,NA,NA
11/23/2024,Grand Valley St. Lakers,24,UIndy ,7,"3,948",/contests/5835333/box_score,5835333,1,NA,NA
11/23/2024, Pittsburg St. ,3,Harding Bisons,48,"4,894",/contests/5835334/box_score,5835334,1,3,NA
11/23/2024,Augustana  Vikings,19,Minnesota St. ,20,"1,333",/contests/5835335/box_score,5835335,1,NA,NA
11/23/2024, Western Colo. ,28,Central Wash. Wildcats,21,"1,789",/contests/5835336/box_score,5835336,1,2,NA
11/23/2024,Angelo St. Rams,14,Bemidji St. ,24,"3,125",/contests/5835337/box_score,5835337,1,NA,NA
12/07/2024,Tex. Permian Basin,37,Central Mo. Mules,39,"3,500",/contests/6058304/box_score,6058304,0,NA,NA
12/07/2024,Truman St.,29,Tiffin Dragons,10,484,/contests/6081010/box_score,6081010,0,NA,NA
09/16/2023,UNC Pembroke,29,Charleston  Golden Eagles,37,"3,972",/contests/6356389/box_score,6356389,0,NA,NA
